ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,NEWCollabToolsWantToWorkWith
46028,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",4,10,"Academic researcher;Data scientist or machine learning specialist;Engineer, data;Scientist;Student",24588.0,Bash/Shell/PowerShell;C++;Python,Bash/Shell/PowerShell;Python,,,AWS;Docker;Google Cloud Platform;Linux,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,,,,Linux-based,28.0,Man,TensorFlow,TensorFlow;Torch/PyTorch,Hobby;Contribute to open-source projects,
46163,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,4,7,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Student",8196.0,C;C#;Java;JavaScript;Python;SQL;TypeScript,C#;Clojure;Elixir;Erlang;Go;Java;JavaScript;Rust;Scala;TypeScript,Microsoft SQL Server;MySQL;Oracle;SQLite,Cassandra;DynamoDB;Elasticsearch;MongoDB,Docker;Linux;Windows,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux,Angular/Angular.js;ASP.NET;Express;Spring,Angular/Angular.js;ASP.NET;Spring,,Linux-based,22.0,Man,.NET;.NET Core;Node.js,Apache Spark;Hadoop;.NET Core;Node.js,Contribute to open-source projects,
46164,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","10,000 or more employees",3,6,"Designer;Developer, full-stack;Scientist;Student",9180.0,C#;Dart;HTML/CSS;JavaScript;Kotlin;PHP;TypeScript,C++;Dart;HTML/CSS;JavaScript;Kotlin;PHP;TypeScript,Firebase;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL,Android;Arduino;AWS;Docker;Linux;MacOS;Slack;Windows,Arduino;AWS;Docker;MacOS;Slack;Windows,Angular/Angular.js;ASP.NET;Express;jQuery;Laravel;React.js;Vue.js;Other(s):,Angular/Angular.js;Other(s):,,Windows,20.0,Man,Flutter;.NET Core;Node.js,Flutter;.NET Core;Node.js,Hobby;Contribute to open-source projects,
46246,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,25,9,"Developer, back-end;Developer, full-stack;Developer, mobile",16392.0,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Clojure;Python;Scala,Microsoft SQL Server;MySQL;SQLite,Cassandra;DynamoDB;Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;Redis,Android;AWS;Microsoft Azure,AWS;Docker;Google Cloud Platform;Kubernetes,Angular/Angular.js;ASP.NET,ASP.NET;React.js,,Windows,33.0,Man,.NET Core;Node.js,Apache Spark;.NET Core;Node.js,Contribute to open-source projects,
46253,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,5,8,"Data scientist or machine learning specialist;Developer, back-end",34416.0,Bash/Shell/PowerShell;C;Java;Python;Scala;SQL,Bash/Shell/PowerShell;C;Go;Java;Kotlin;Python;R;Scala;SQL,,Redis,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi,Flask,Flask,,Linux-based,26.0,Man,Apache Spark;Hadoop;Pandas;TensorFlow;Torch/PyTorch,Apache Spark;Chef;Hadoop;Pandas;TensorFlow,Hobby;Contribute to open-source projects,
46316,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,2,3,"Developer, full-stack",9180.0,HTML/CSS;Java;JavaScript;SQL;TypeScript;Other(s):,Dart;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Elasticsearch;MongoDB;Oracle;PostgreSQL,Android;Docker;Heroku;Linux;Microsoft Azure;Slack,Android;AWS;Docker;Kubernetes;Linux;Slack,Angular/Angular.js;Express;jQuery;React.js;Spring;Vue.js,Angular/Angular.js;Express;React.js;Spring,,Linux-based,20.0,Man,Cordova;Flutter;Node.js,Flutter;Hadoop;Node.js;TensorFlow,Hobby;Contribute to open-source projects,
46413,I am a developer by profession,Employed full-time,Associate degree,2-9 employees,1,9,"Designer;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",5568.0,C#;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,C#;HTML/CSS;Java;JavaScript;TypeScript,MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,PostgreSQL;SQLite,Android;Arduino;AWS;Heroku;iOS;MacOS;Windows,Android;Arduino;Heroku;iOS;MacOS;Raspberry Pi;Windows,Angular/Angular.js;jQuery,ASP.NET,,Windows,18.0,Man,Cordova;.NET;.NET Core;Node.js;Xamarin,TensorFlow;Unity 3D;Unreal Engine;Xamarin,Hobby,
46439,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,6,8,"Developer, back-end;Developer, full-stack",88512.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server,Elasticsearch;Microsoft SQL Server;Redis,Slack,AWS;Microsoft Azure;Slack,Angular/Angular.js;ASP.NET,Angular/Angular.js;ASP.NET,,Windows,23.0,Man,.NET;.NET Core,.NET;.NET Core,Contribute to open-source projects,
46452,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,10,16,"Academic researcher;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;DevOps specialist;System administrator",30051.0,Bash/Shell/PowerShell;C++;JavaScript;Python;SQL,,MySQL;Oracle;SQLite,Elasticsearch,Android;Docker;Google Cloud Platform;Linux;Slack,,Django;Flask;jQuery;React.js,Vue.js,,Linux-based,34.0,Man,,TensorFlow,Contribute to open-source projects,
46473,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,4,5,"Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Engineering manager;System administrator",13116.0,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,C++;C#;Rust;TypeScript;WebAssembly,Microsoft SQL Server,Elasticsearch;Microsoft SQL Server,Android;AWS;Microsoft Azure;Windows,Linux;Microsoft Azure,ASP.NET;jQuery,ASP.NET;React.js,,Windows,23.0,Man,.NET;.NET Core;Xamarin,.NET Core,Hobby;Contribute to open-source projects,
46715,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,9,10,"Developer, back-end;Educator;Product manager",52452.0,Bash/Shell/PowerShell;C;Java;JavaScript;PHP;Scala;SQL,Bash/Shell/PowerShell;C;Go;Java;JavaScript;PHP;Rust;Scala;SQL,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis,Elasticsearch;MongoDB;MySQL;Redis,AWS;Docker;Kubernetes;Linux;MacOS;Slack,AWS;Docker;Kubernetes;Linux;MacOS;Slack,Laravel;Other(s):,Other(s):,,MacOS,25.0,Man,,Hadoop,Hobby;Contribute to open-source projects,
46728,I am a student who is learning to code,Employed full-time,Some college/university study without earning a degree,,,10,Student,,HTML/CSS;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,Arduino;Windows,Android;Arduino;Raspberry Pi;Windows,Django,Angular/Angular.js;Django;React.js,,Windows,33.0,Man,,Node.js;TensorFlow;Torch/PyTorch,Hobby,
46744,I am a student who is learning to code,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,,Less than 1 year,Student,,C++;R,Python,,,,,,,,Windows,,Man,,,Hobby,
46760,I am a developer by profession,Employed full-time,Associate degree,"10,000 or more employees",18,9,"Developer, front-end;Developer, full-stack",12132.0,Assembly;C;C++;C#;Clojure;Dart;Elixir;Erlang;F#;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;WebAssembly,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack;WordPress,Arduino;AWS;Docker;Google Cloud Platform;Heroku;Linux;MacOS;Raspberry Pi;Slack;WordPress,Angular/Angular.js;jQuery;Laravel;React.js;Vue.js,Angular/Angular.js;jQuery;Laravel;React.js;Vue.js,,Linux-based,28.0,Woman,Node.js;Puppet;React Native,Node.js;Puppet;React Native,Hobby;Contribute to open-source projects,
46778,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,11,20,"Designer;Developer, front-end;Developer, full-stack;Developer, mobile;Educator",49176.0,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell/PowerShell;Elixir;Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript;WebAssembly,MongoDB;MySQL;PostgreSQL;Redis;Other(s):,MongoDB;MySQL;Redis;Other(s):,Docker;Heroku;MacOS,Android;AWS;Docker;Heroku;iOS;MacOS,Angular/Angular.js;ASP.NET;React.js;Other(s):,React.js;Other(s):,,MacOS,30.0,Man,.NET Core;Node.js;React Native,Flutter;.NET Core;Node.js;React Native,Hobby;Contribute to open-source projects,
46868,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,8,10,"Developer, desktop or enterprise applications;Developer, full-stack;Product manager",16392.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server,MongoDB;Microsoft SQL Server;SQLite,Microsoft Azure;WordPress,Microsoft Azure,Angular/Angular.js;ASP.NET;Flask,Angular/Angular.js;ASP.NET;Flask,,Windows,29.0,Man,.NET;.NET Core;Node.js,.NET;.NET Core;Node.js,Hobby,
46883,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Associate degree,20 to 99 employees,22,20,"Developer, full-stack;DevOps specialist",26520.0,HTML/CSS;Java;JavaScript;SQL,HTML/CSS;Java;JavaScript;TypeScript,Oracle,DynamoDB;MongoDB;MySQL,Docker;Linux;Windows,Android;AWS;Docker;Linux;Windows,Spring,Express;React.js;Vue.js,,Windows,42.0,Man,Ansible,Ansible;Flutter;Node.js,,
46914,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,2,4,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, QA or test",8196.0,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#;Dart;F#;HTML/CSS;JavaScript;Python;TypeScript,MongoDB;MySQL;SQLite;Other(s):,Elasticsearch;MongoDB;PostgreSQL;Other(s):,Arduino;MacOS;Windows,Android;Arduino;Linux;Windows,Angular/Angular.js;Express,Angular/Angular.js;Django;Express;Flask,,Windows,,Man,Flutter;Node.js;Unity 3D,CryEngine;Flutter;Node.js;TensorFlow;Torch/PyTorch;Unity 3D,Contribute to open-source projects,
46972,"I am not primarily a developer, but I write code sometimes as part of my work","Not employed, but looking for work",Some college/university study without earning a degree,,1,5,"Developer, mobile;Student",,C;C++;HTML/CSS;Java,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;Swift;TypeScript;Other(s):,Firebase,Firebase,Android;Windows,Android,,jQuery,,Windows,20.0,Man,,Flutter;.NET;.NET Core;Node.js;React Native;Unity 3D,Hobby;Contribute to open-source projects,
46994,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3,7,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",6552.0,C#;HTML/CSS;JavaScript;PHP;SQL,C#;HTML/CSS;JavaScript;SQL,MongoDB;Microsoft SQL Server;MySQL;Oracle;Redis,Microsoft SQL Server;Redis,Arduino;Raspberry Pi;Slack;Windows,Slack;Windows,ASP.NET;jQuery;Laravel;React.js;Ruby on Rails;Spring,ASP.NET;jQuery;Spring,,Windows,23.0,Man,.NET;.NET Core;Xamarin,.NET;.NET Core;Xamarin,Hobby;Contribute to open-source projects,
46995,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,22,39,"Developer, mobile",49176.0,Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift,Dart;Java;JavaScript;Kotlin;SQL;Swift,Firebase;SQLite,Firebase;SQLite,Android;iOS;Linux;MacOS,Android;iOS;Linux;MacOS,React.js,,,MacOS,46.0,Man,Node.js;React Native,Flutter;Unity 3D,Hobby;Contribute to open-source projects,
47002,I am a developer by profession,Employed full-time,,10 to 19 employees,6,8,"Developer, full-stack",60.0,HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL,Firebase;MongoDB;MySQL;Redis,Docker;Heroku;Linux;Slack;Windows;WordPress,Linux;Slack,Angular/Angular.js;Express;jQuery;Ruby on Rails,Angular/Angular.js;Express;jQuery;Ruby on Rails;Vue.js,,Windows,27.0,Man,Cordova,,Contribute to open-source projects,
47012,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,22,"Developer, front-end",19668.0,HTML/CSS;JavaScript;TypeScript;Other(s):,,,,Linux;MacOS;Slack,,Express;jQuery;React.js,React.js,,MacOS,47.0,Man,Node.js,,Hobby;Contribute to open-source projects,
47125,I am a developer by profession,Employed full-time,Associate degree,100 to 499 employees,3,8,"Designer;Developer, back-end;Educator;Student",,C#;HTML/CSS;Java;JavaScript;PHP;SQL,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,Microsoft SQL Server;PostgreSQL,Android;Arduino;Windows,Arduino;Windows,React.js,React.js,,Windows,21.0,Man,Node.js;Unity 3D;Unreal Engine,Node.js;Unity 3D;Unreal Engine,Hobby,
47159,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,10,13,"Developer, back-end;Developer, embedded applications or devices;Developer, full-stack;DevOps specialist",,Java;JavaScript,Java;JavaScript,Oracle,Cassandra;DynamoDB;MongoDB;Oracle,Linux,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,,Angular/Angular.js;Express;React.js;Spring;Vue.js,,Linux-based,31.0,Man,,Node.js;TensorFlow,Hobby;Contribute to open-source projects,
47331,I am a student who is learning to code,Employed part-time,Some college/university study without earning a degree,,,5,Data or business analyst;Scientist;Student,,C++;Python;R,,Other(s):,Other(s):,Linux,Linux,,,,Linux-based,23.0,Man,,,Hobby;Contribute to open-source projects,
47334,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,3,7,"Data or business analyst;Data scientist or machine learning specialist;Developer, full-stack;Developer, game or graphics;Student",14748.0,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,C++;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,MongoDB;MySQL;Oracle;PostgreSQL;SQLite,MongoDB;SQLite,Android;Linux,Android;Linux,Angular/Angular.js,Angular/Angular.js,,Linux-based,25.0,Man,Cordova;Node.js;TensorFlow;Unity 3D,Cordova;Node.js;TensorFlow,Hobby;Contribute to open-source projects,
47419,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,"1,000 to 4,999 employees",12,14,"Developer, back-end",81960.0,Bash/Shell/PowerShell;Clojure;Java;Python;R;Scala;SQL,Clojure,DynamoDB;PostgreSQL;Redis,DynamoDB,AWS;Docker;Kubernetes;Linux;MacOS;Slack,AWS;MacOS,,,,MacOS,32.0,Man,Apache Spark;Pandas,Apache Spark,Contribute to open-source projects,
47425,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,20,6,"Data or business analyst;Database administrator;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Marketing or sales professional",7872.0,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;Python;SQL,Firebase;MariaDB;Microsoft SQL Server;MySQL,MariaDB;MySQL;PostgreSQL;SQLite,,Android;Arduino;Docker;Google Cloud Platform;iOS;MacOS;WordPress,ASP.NET;jQuery,jQuery;Laravel;React.js,,Windows,22.0,Man,Cordova;Unity 3D;Xamarin,Node.js;React Native,Hobby;Contribute to open-source projects,
47489,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,4,6,"Academic researcher;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Scientist;Student",,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;Swift,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;SQL;Swift,Elasticsearch;Firebase;MySQL;PostgreSQL;Redis;SQLite,Cassandra;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Android;iOS;Linux;Slack;Windows,Android;Arduino;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack;Windows,Express;Flask;React.js;Vue.js,Angular/Angular.js;Express;Flask;React.js;Vue.js,,Linux-based,24.0,Man,Node.js,Flutter;Node.js;React Native;TensorFlow;Unreal Engine,Hobby,
47552,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2-9 employees,13,15,"Developer, back-end;Developer, desktop or enterprise applications",9552.0,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL,C#;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,MongoDB;MySQL;Oracle,MongoDB;Oracle;PostgreSQL;SQLite,Microsoft Azure;Windows;WordPress,Android;Arduino;Google Cloud Platform;Linux;Microsoft Azure;Windows,Angular/Angular.js;ASP.NET,Angular/Angular.js;ASP.NET;Ruby on Rails,,Windows,32.0,Man,.NET;.NET Core,.NET;.NET Core;Unity 3D;Unreal Engine,Hobby,
47640,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,10,13,"Developer, back-end;Developer, front-end;Developer, full-stack",,C#;HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,MongoDB;MySQL;Oracle;PostgreSQL;SQLite;Other(s):,MongoDB;MySQL;Oracle;PostgreSQL,Linux;Windows,AWS;Docker;Linux,Angular/Angular.js;ASP.NET;Express;jQuery;React.js,Express;React.js,,Linux-based,28.0,Man,.NET;.NET Core;Node.js,Node.js;React Native,Hobby;Contribute to open-source projects,
47652,I am a student who is learning to code,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,1,"Developer, front-end;Developer, mobile;Student",,HTML/CSS;JavaScript;Python;Other(s):,JavaScript;PHP;Python;SQL;Other(s):,MySQL,MySQL;SQLite,Android;MacOS,iOS;MacOS,,Django;jQuery,,MacOS,,Man,,,Hobby;Contribute to open-source projects,
47678,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,,,,,,,VBA,Python,Other(s):,,Windows,Linux;Windows,,,,Windows,,,,,Hobby;Contribute to open-source projects,
47699,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,3,6,"Data or business analyst;Developer, back-end",,Dart;HTML/CSS;JavaScript;Python,Dart;HTML/CSS;Python,DynamoDB;Elasticsearch;MongoDB;MySQL,Elasticsearch;MongoDB;Redis,AWS;Linux;Slack,Android;Arduino;AWS;Docker;iOS;Kubernetes;Linux;Raspberry Pi;Slack,Flask;Vue.js,Django;Flask;Vue.js,,Linux-based,25.0,Man,Apache Spark;Flutter,Apache Spark;Flutter;Pandas;TensorFlow;Torch/PyTorch,Hobby,
