ResponseId,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,DevEnviron,OpSys,Age,Gender,CodingActivities,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MainBranch
85141,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,15-17 years,21-23 years,Back-end developer;DevOps specialist;Full-stack developer,29039.0,C;C++;Java;JavaScript;Lua;PHP;Python;SQL;HTML;CSS;Bash/Shell,C;C++;Go;Lua;Python;Ruby;Bash/Shell,Redis;SQL Server;SQLite;Elasticsearch,Redis;PostgreSQL;SQLite;Elasticsearch,Linux;Windows Desktop or Server,Linux;Raspberry Pi,Angular,,Vim,MacOS,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
85487,Employed full-time,Associate degree,20 to 99 employees,0-2 years,0-2 years,Front-end developer,,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,,SQL Server,,,,Spring,,Eclipse;Notepad++;Sublime Text,Windows,,,Contribute to open-source projects,,,,,
85506,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3-5 years,6-8 years,Back-end developer,9732.0,JavaScript;PHP;SQL;HTML;CSS,Clojure;JavaScript;PHP;SQL,MySQL;SQLite,SQLite;MariaDB,Linux,Heroku;Linux,,,NetBeans;PHPStorm,Linux-based,25 - 34 years old,Male,Contribute to open-source projects,,,,,
85585,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,6-8 years,6-8 years,Mobile developer,29940.0,Java;Objective-C;Swift;Kotlin,Java;Kotlin,SQLite,SQLite,Android;iOS,Android,,,Android Studio;Atom,Linux-based,25 - 34 years old,Male,Contribute to open-source projects,,,,,
85617,Employed full-time,Some college/university study without earning a degree,500 to 999 employees,3-5 years,6-8 years,Back-end developer;Front-end developer;Full-stack developer,7488.0,JavaScript;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,JavaScript;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;Oracle,PostgreSQL,WordPress,,Angular;Node.js;React,Node.js;React;TensorFlow,Visual Studio Code,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
85644,Employed full-time,Associate degree,500 to 999 employees,6-8 years,9-11 years,Front-end developer,16848.0,C#;Java;JavaScript;PHP;Ruby;SQL;HTML;CSS;Bash/Shell,JavaScript;Rust;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;MariaDB,"MongoDB;Redis;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",Android;Heroku;Linux;SharePoint;Windows Desktop or Server;Firebase,Arduino;Gaming console;Google Home;Heroku;IBM Cloud or Watson;Linux;Raspberry Pi;Serverless;Windows Desktop or Server;Firebase,Angular;Node.js,.NET Core;Node.js;React;Cordova;Xamarin;TensorFlow,Notepad++;Vim;Visual Studio;Visual Studio Code,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
85649,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,,3-5 years,Mobile developer,,C;C++;C#;Java;JavaScript;Lua;SQL,Java;SQL;Kotlin,MongoDB;SQL Server;MySQL;PostgreSQL;Oracle,MySQL,Android;Arduino;Google Cloud Platform/App Engine;iOS;Firebase,Android;Arduino;Google Cloud Platform/App Engine;Firebase,Xamarin,,Android Studio;Eclipse;IntelliJ;NetBeans;Visual Studio;Visual Studio Code;Xcode,Windows,,,Hobby;Contribute to open-source projects,,,,,
85733,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3-5 years,6-8 years,Back-end developer,,C#;Java;JavaScript;PHP;SQL;VBA;HTML;CSS,Java;JavaScript;SQL;HTML;CSS,SQL Server;SQLite;Oracle,SQL Server;SQLite;Oracle;MariaDB;Google Cloud Storage,iOS;Mac OS;Windows Desktop or Server,iOS;Mac OS;Windows Desktop or Server,.NET Core,.NET Core,Notepad++;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
85740,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,3-5 years,9-11 years,Back-end developer;Desktop or enterprise applications developer;Mobile developer,28068.0,C++;C#;Java;JavaScript;Matlab;Python;Bash/Shell,C#;Go;Java;JavaScript;Python;Rust;Kotlin;Bash/Shell,MongoDB;PostgreSQL;SQLite,MongoDB;PostgreSQL,Android;Arduino;AWS;ESP8266;Google Cloud Platform/App Engine;Heroku;Linux;Raspberry Pi,Heroku;Linux;Raspberry Pi;WordPress,Node.js,,Android Studio;Eclipse;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
85783,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,15-17 years,15-17 years,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,56145.0,Java;JavaScript;PHP;Ruby;SQL;Swift;HTML;CSS,JavaScript;PHP;Python;Ruby;SQL;Swift;HTML;CSS,PostgreSQL;MariaDB,MongoDB;PostgreSQL;MariaDB,Apple Watch or Apple TV;AWS;Drupal;iOS,Amazon Echo;Apple Watch or Apple TV;AWS;Drupal;Google Home;iOS,Angular;React;Spring,Node.js;React,IntelliJ;Sublime Text;Vim;Xcode,MacOS,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
85817,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,3-5 years,6-8 years,Back-end developer,29940.0,Assembly;Java;JavaScript;Python;SQL;Bash/Shell,Go;JavaScript;Python;SQL;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;MariaDB;Amazon DynamoDB;Apache HBase;Apache Hive;Memcached;Amazon RDS/Aurora,Redis;PostgreSQL;MariaDB,Android;Linux;Mac OS,Android;Linux,Django;Hadoop;Cordova,Django;React;TensorFlow,IntelliJ;IPython / Jupyter;Vim,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
85873,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3-5 years,6-8 years,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;System administrator,9360.0,C;C++;Java;PHP;SQL;Delphi/Object Pascal,Java;Python;SQL;TypeScript;HTML;CSS,SQL Server;MySQL;SQLite;Google Cloud Storage,SQL Server;MySQL;SQLite;Google Cloud Storage,Android;Windows Desktop or Server;Firebase,Android;iOS;Windows Desktop or Server;Firebase,Spring,Angular;Spring,Android Studio;Eclipse;Sublime Text,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
86018,Employed full-time,Some college/university study without earning a degree,500 to 999 employees,3-5 years,3-5 years,Back-end developer;Full-stack developer,31812.0,Java;JavaScript,Java;JavaScript,MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora;Elasticsearch,MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora;Elasticsearch,AWS;Salesforce;Serverless,AWS;Serverless,Angular;Node.js;Spring,Angular;Node.js;React;Spring,Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
86055,Employed part-time,Some college/university study without earning a degree,Fewer than 10 employees,,3-5 years,Back-end developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
86199,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3-5 years,6-8 years,Back-end developer;Front-end developer;Full-stack developer,14220.0,C#;Java;JavaScript;PHP;SQL;HTML;CSS,Go;Java;JavaScript;Python;SQL;Kotlin;HTML;CSS,MongoDB;SQL Server;MySQL;PostgreSQL;Oracle,PostgreSQL;Oracle,Android;Arduino;Heroku;iOS;Raspberry Pi;SharePoint;WordPress;Firebase,Android;Gaming console;Google Cloud Platform/App Engine;Raspberry Pi;Firebase,Angular;.NET Core;Node.js;Cordova;Spring,React;Spark,Android Studio;Eclipse;Notepad++;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
86368,Employed full-time,Associate degree,10 to 19 employees,12-14 years,9-11 years,Designer;Front-end developer;Product manager,,,,,,,,,,,,,,Contribute to open-source projects,,,,,
86448,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,6-8 years,6-8 years,Back-end developer;Desktop or enterprise applications developer;Educator or academic researcher;Front-end developer;Full-stack developer,14976.0,C#;Java;JavaScript;PHP;Ruby;SQL;HTML;CSS;Bash/Shell,Go;Java;JavaScript;PHP;Python;R;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL;MariaDB;Elasticsearch,Cassandra;MongoDB;Redis;MySQL;PostgreSQL;MariaDB;Amazon DynamoDB;Apache Hive;Memcached;Elasticsearch,AWS;Azure;Heroku;Linux;Windows Desktop or Server;WordPress,AWS;Azure;Heroku;Linux;Raspberry Pi;Serverless,Angular;Node.js;React;Cordova;Spring,.NET Core;Hadoop;Node.js;React;Spring;TensorFlow,Eclipse;IntelliJ;NetBeans;Sublime Text;Vim;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
86456,Employed full-time,Some college/university study without earning a degree,500 to 999 employees,0-2 years,3-5 years,Back-end developer;Front-end developer;Mobile developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
86481,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","10,000 or more employees",6-8 years,6-8 years,Back-end developer,1000000.0,Assembly;C++;Ruby;SQL;Cobol,SQL;Cobol,SQL Server;MySQL;IBM Db2,SQL Server;MySQL;IBM Db2,Mainframe,Android;IBM Cloud or Watson;iOS;Linux;Mainframe;Raspberry Pi,,,Notepad++,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
86531,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,,6-8 years,Front-end developer,,JavaScript;TypeScript;HTML;CSS,JavaScript;TypeScript;HTML;CSS,,MongoDB,,Android;Heroku,Angular;Node.js,Node.js;React,Vim;Visual Studio Code,Linux-based,,,Contribute to open-source projects,,,,,
86597,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,0-2 years,9-11 years,Back-end developer;Full-stack developer;Mobile developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
86630,Employed full-time,Some college/university study without earning a degree,500 to 999 employees,6-8 years,15-17 years,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,,Java;JavaScript;Python;SQL;Kotlin;HTML;CSS;Bash/Shell,Java;Lua;Python;SQL;Kotlin,,,Mainframe,,,,Eclipse,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
86642,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,12-14 years,18-20 years,Back-end developer;Database administrator;DevOps specialist;Engineering manager;Front-end developer;Full-stack developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
86651,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,6-8 years,6-8 years,Back-end developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
86714,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",6-8 years,9-11 years,Back-end developer;Embedded applications or devices developer;System administrator,,Java;SQL;VBA;HTML;CSS;Bash/Shell,C;C++;C#;Java;SQL;VBA;HTML;CSS;Bash/Shell,,,Arduino;AWS;IBM Cloud or Watson;Linux;Raspberry Pi;Windows Desktop or Server,Arduino;AWS;IBM Cloud or Watson;Linux;Raspberry Pi;Windows Desktop or Server,,,Eclipse;IntelliJ;Notepad++;Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
86821,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,,6-8 years,Back-end developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
86877,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,6-8 years,6-8 years,DevOps specialist,18720.0,C#;JavaScript;PHP;SQL;HTML;CSS,C#;Go;JavaScript;SQL;HTML;CSS,Redis;SQL Server;MySQL,MongoDB;Redis;SQL Server,Azure;WordPress,Azure;Serverless;WordPress;Firebase,.NET Core;Node.js,Angular;.NET Core;Node.js;React,Atom;Sublime Text;Visual Studio;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
86881,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,21-23 years,24-26 years,Back-end developer,,C;C++;Matlab;Perl;Python;SQL;Bash/Shell,Haskell;Java;Lua,PostgreSQL,,Linux;Mac OS,,,,IntelliJ;Vim;Visual Studio,Linux-based,55 - 64 years old,Male,Hobby;Contribute to open-source projects,,,,,
86927,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees",6-8 years,6-8 years,Data scientist or machine learning specialist,43668.0,C++;Python;SQL;Bash/Shell,Clojure;Go;Lua;Python,MongoDB;PostgreSQL,,,,Spark;TensorFlow,,IPython / Jupyter;Notepad++;PyCharm;Visual Studio,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
87069,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Fewer than 10 employees,,12-14 years,Back-end developer;Data or business analyst;Database administrator;Engineering manager;Front-end developer;Full-stack developer;Product manager;System administrator,,C;C++;Groovy;JavaScript;PHP;Ruby;SQL;HTML;CSS,C;C++;CoffeeScript;Java;JavaScript;PHP;Python;Ruby;SQL;HTML;CSS,MySQL;MariaDB,MySQL;PostgreSQL;MariaDB,AWS;Linux,Android;AWS;Linux,,Node.js,Sublime Text,Linux-based,,,Hobby;Contribute to open-source projects,,,,,
87177,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",24-26 years,24-26 years,Back-end developer;Data or business analyst;Database administrator;Educator or academic researcher;Product manager;QA or test developer,,C#;JavaScript;SQL;Ocaml;HTML;CSS,C#;JavaScript;SQL;Ocaml;HTML;CSS,SQL Server,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Arduino;Azure;ESP8266;SharePoint,Android;Arduino;Azure;ESP8266;SharePoint,.NET Core,.NET Core;React,Notepad++;Visual Studio,Windows,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
87248,Employed full-time,,100 to 499 employees,,3-5 years,Designer;Front-end developer;Full-stack developer;Mobile developer,,Java;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,Go;Java;JavaScript;PHP;R;Ruby;SQL;TypeScript;Kotlin;HTML;CSS;Bash/Shell,PostgreSQL;Oracle,"MongoDB;PostgreSQL;Oracle;Amazon Redshift;Amazon RDS/Aurora;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",Android;Google Cloud Platform/App Engine;Firebase,Android;AWS;Google Cloud Platform/App Engine;Google Home;IBM Cloud or Watson;iOS;Linux;Salesforce;Firebase,Angular;Node.js;React,Angular;Node.js;React;Spring,Eclipse;NetBeans;Notepad++;Sublime Text;Visual Studio Code,Windows,,,Hobby;Contribute to open-source projects,,,,,
87294,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",,6-8 years,Full-stack developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
87396,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,6-8 years,9-11 years,Front-end developer;Mobile developer,22452.0,JavaScript;Objective-C;Swift;HTML;CSS,JavaScript;Objective-C;Python;Swift;TypeScript;Kotlin,,MongoDB;Amazon RDS/Aurora,iOS,iOS,Angular;Cordova,Angular;Django;Node.js;React,Atom;Visual Studio Code;Xcode,Windows,35 - 44 years old,Male,Contribute to open-source projects,,,,,
87435,Employed part-time,Primary/elementary school,500 to 999 employees,6-8 years,6-8 years,Full-stack developer,12348.0,JavaScript;PHP;SQL;HTML;CSS,JavaScript;PHP;SQL;TypeScript;HTML;CSS,MySQL;Oracle,MySQL,Arduino;Linux;WordPress,,Angular;Node.js;Cordova,Angular,Android Studio;Atom;Eclipse;NetBeans;Notepad++;PHPStorm;Sublime Text;Vim;Visual Studio,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
87437,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",500 to 999 employees,6-8 years,6-8 years,Back-end developer;Full-stack developer;Mobile developer;Product manager;Student,2892.0,Assembly;C;C++;Java;JavaScript;Objective-C;PHP;Python;R;SQL;Swift;Delphi/Object Pascal;HTML;CSS,C;Objective-C;Python;R;SQL;Swift;Kotlin,MongoDB;SQL Server;MySQL;IBM Db2,MongoDB;SQL Server;MySQL;IBM Db2,Apple Watch or Apple TV;Arduino;iOS;Mac OS;Firebase,Apple Watch or Apple TV;Arduino;iOS;Mac OS;Raspberry Pi;Firebase,,TensorFlow;Torch/PyTorch,Eclipse;NetBeans;Notepad++;RStudio;Sublime Text;Xcode,MacOS,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
87449,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",,3-5 years,Back-end developer;Data or business analyst,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
87512,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,0-2 years,9-11 years,Back-end developer;Full-stack developer;Game or graphics developer,4860.0,Java;PHP;SQL;HTML;CSS,C++;C#;Go,MySQL;PostgreSQL,,,Gaming console,,,NetBeans,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
87562,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,6-8 years,6-8 years,Back-end developer;Front-end developer;Full-stack developer,,CoffeeScript;Go;Java;JavaScript;Scala;HTML;Bash/Shell,Clojure;Erlang;F#;Go;JavaScript;Python;R;Rust;Scala;HTML;Bash/Shell,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
87564,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,,3-5 years,Student,5244.0,C;C#;JavaScript;Delphi/Object Pascal;HTML;CSS;Bash/Shell,C;C++;C#;Haskell;JavaScript;R;HTML;CSS;Bash/Shell,SQL Server;MySQL;SQLite,MongoDB;SQL Server;MariaDB,Arduino;Windows Desktop or Server,Arduino;Azure;Linux;Windows Desktop or Server,,.NET Core;Node.js;React;Xamarin,Atom;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
87703,Employed full-time,Some college/university study without earning a degree,500 to 999 employees,3-5 years,9-11 years,Back-end developer;Database administrator;Front-end developer;Full-stack developer;Student,,CoffeeScript;JavaScript;PHP;Ruby;SQL;HTML;CSS;Bash/Shell,CoffeeScript;Go;JavaScript;Ruby;Rust;SQL;Kotlin;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;MariaDB,Redis;PostgreSQL;MariaDB;Apache Hive;Amazon RDS/Aurora;Google BigQuery,WordPress,Heroku;iOS;Linux;Mac OS;Serverless,Node.js,,Atom;Sublime Text;Vim,MacOS,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
87717,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","10,000 or more employees",0-2 years,0-2 years,Back-end developer;Designer;Full-stack developer,2136.0,Java;JavaScript;SQL;HTML;CSS,Java;JavaScript;SQL;HTML;CSS,PostgreSQL,PostgreSQL,,,,,NetBeans,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
87799,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Fewer than 10 employees,3-5 years,3-5 years,Engineering manager;Full-stack developer;Mobile developer;Product manager,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
87823,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Fewer than 10 employees,,3-5 years,Back-end developer;Front-end developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
87848,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,0-2 years,9-11 years,Data scientist or machine learning specialist;Educator or academic researcher,37428.0,Python;SQL;Bash/Shell,Python;SQL;Bash/Shell,PostgreSQL,PostgreSQL,Linux;Mac OS;Predix,Arduino;Linux;Mac OS,TensorFlow,TensorFlow;Torch/PyTorch,IPython / Jupyter;Sublime Text,MacOS,25 - 34 years old,Male,Contribute to open-source projects,,,,,
