ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,Age,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,Gender
58690,I am learning to code,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,2,Data or business analyst,,Java;JavaScript;Python;SQL,C++;Clojure;Elixir;Go;Java;JavaScript;Python;Rust,MySQL;SQLite,Cassandra;Elasticsearch;Firebird;PostgreSQL,Cloudflare;Heroku,Cloudflare;Digital Ocean;Firebase;Google Cloud;IBM Cloud Or Watson;Microsoft Azure,FastAPI;Flask;WordPress,Deno;Django;Express;FastAPI;Flask;Node.js;React;Spring Boot,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Netbeans;Notepad++;Visual Studio Code,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Visual Studio Code,Windows,25-34 years old,NumPy;Pandas;Torch/PyTorch,Apache Kafka;Apache Spark;Electron;Flutter;Hadoop;NumPy;Pandas;React Native;Spring Framework;Tauri,,
58716,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,4,4,"Developer, full-stack",161963.0,PHP,PHP,MySQL,MySQL,,,Laravel,Laravel,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,Other Linux-based;Ubuntu,25-34 years old,,,Hobby,
58722,I am learning to code,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,Less than 1 year,Academic researcher,,,,,,,,,,,,Windows,25-34 years old,,,I don’t code outside of work,
58758,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,11,12,"Developer, full-stack",,C#;JavaScript;TypeScript,C#;TypeScript,Microsoft SQL Server,Microsoft SQL Server;SQLite,,,Angular;ASP.NET;ASP.NET CORE,Angular;ASP.NET;ASP.NET CORE;Blazor,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,35-44 years old,.NET (5+) ,.NET (5+) ;.NET MAUI,Hobby,
58777,I am a developer by profession,"Employed, part-time;Student, part-time",Some college/university study without earning a degree,,,1,"Developer, desktop or enterprise applications",,Cobol;Java;PowerShell;Python;SQL,C;Cobol;HTML/CSS;Java;PowerShell;Python;Rust;SQL,BigQuery;MariaDB,MariaDB,,,,,Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Visual Studio Code,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Visual Studio Code,Windows,18-24 years old,Pandas,,Hobby;Professional development or self-paced learning from online courses;School or academic work,
58778,I am learning to code,"Not employed, but looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,Less than 1 year,"Developer, back-end",,,,,,,,,,,,,35-44 years old,,,,
58792,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,8,20,"Developer, desktop or enterprise applications",,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;SQL,Ada;Assembly;C;C#;C++;Cobol;Delphi;Fortran;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Objective-C;Perl;PHP;Prolog;Python;SQL;Visual Basic (.Net),Microsoft SQL Server,Microsoft SQL Server,,,,,"IntelliJ IDEA;Netbeans;Rad Studio (Delphi, C++ Builder);Visual Studio","Android Studio;IntelliJ IDEA;Netbeans;Rad Studio (Delphi, C++ Builder);Visual Studio",Windows,45-54 years old,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET Framework (1.0 - 4.8);MFC;OpenGL,Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work,
58836,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,16,17,"Developer, front-end",43618.0,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,HTML/CSS;TypeScript,,,,,Angular,Angular;NestJS;React,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,35-44 years old,,,I don’t code outside of work,
58957,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",20,30,"Developer, full-stack",101438.0,Java;JavaScript;Python;SQL;TypeScript,Java;JavaScript;Kotlin;Python;SQL;TypeScript,Microsoft SQL Server;Oracle,Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL,,,Angular;Node.js,Angular;Node.js,Eclipse;PyCharm;Sublime Text;Visual Studio Code,Android Studio;Eclipse;IntelliJ IDEA;PyCharm;Sublime Text;Visual Studio Code,Windows,35-44 years old,Pandas,Apache Kafka;OpenGL;Spring Framework,Hobby;Contribute to open-source projects;Bootstrapping a business,
59031,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,100 to 499 employees,5,5,"Developer, back-end",13390.0,Bash/Shell (all shells);C;C++;Java;JavaScript;Python;R;SQL;TypeScript,Dart,Firebird;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,"Amazon Web Services (AWS);Digital Ocean;Google Cloud;Heroku;Linode, now Akamai;Oracle Cloud Infrastructure (OCI);Vercel",Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),Angular;AngularJS;FastAPI;Next.js;Node.js;React;Spring Boot,Angular;Django;FastAPI;Next.js;Node.js;Spring Boot,CLion;Eclipse;IntelliJ IDEA;PyCharm;Visual Studio Code;WebStorm,CLion;IntelliJ IDEA;PyCharm;Visual Studio Code;WebStorm,Ubuntu,18-24 years old,NumPy;Pandas;Spring Framework,,Hobby;School or academic work,
59078,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,"1,000 to 4,999 employees",5,8,Cloud infrastructure engineer,50719.0,Bash/Shell (all shells);C;Go;Java;Python;SQL,C#;Go;Java;Rust,,,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,Django;Flask;Spring Boot,Flask;Spring Boot,Atom;Eclipse;Goland;Vim;Visual Studio Code,Vim;Visual Studio Code,Arch,25-34 years old,RabbitMQ;Spring Framework,,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses;School or academic work,
59835,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",15,20,"Developer, full-stack",,HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;JavaScript;PHP;TypeScript,MariaDB;MySQL;PostgreSQL,MariaDB;MySQL;PostgreSQL,,,jQuery;Laravel;Svelte;Vue.js,jQuery;Laravel;Svelte,Nano;Notepad++;PhpStorm;Visual Studio Code,Nano;Notepad++;PhpStorm;Visual Studio Code,Debian;Windows,35-44 years old,,,Hobby,
59858,I am a developer by profession,"Employed, full-time",Something else,"10,000 or more employees",19,23,"Developer, front-end",,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,,,,,Node.js,Node.js,Visual Studio Code,Visual Studio Code,Windows,35-44 years old,,,Hobby;Professional development or self-paced learning from online courses;School or academic work,
59950,I am a developer by profession,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",100 to 499 employees,2,20,Data scientist or machine learning specialist,,Python;Ruby,Python;Rust,PostgreSQL;Snowflake,Neo4J;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Ruby on Rails,Flask,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,MacOS,35-44 years old,Keras;NumPy;Pandas;Scikit-Learn,CUDA;Hugging Face Transformers;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Other (please specify):,
60143,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",8,12,"Developer, back-end",53275.0,Clojure,Clojure,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),,,Emacs,Emacs;IntelliJ IDEA,MacOS,25-34 years old,,,School or academic work,
60145,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,17,17,"Developer, full-stack",47039.0,C#;JavaScript;PowerShell;SQL;TypeScript,C#;Elixir;Erlang;F#;Haskell;JavaScript;Lisp;OCaml;PowerShell;Rust;TypeScript,Elasticsearch;Microsoft SQL Server;Redis,Elasticsearch;Redis,Amazon Web Services (AWS),,ASP.NET;jQuery;Node.js;Vue.js,ASP.NET CORE;Elm;React;Svelte;Vue.js,Sublime Text;Visual Studio;Visual Studio Code,Sublime Text;Visual Studio;Visual Studio Code,Windows,35-44 years old,.NET Framework (1.0 - 4.8);Flutter;RabbitMQ,.NET (5+) ;RabbitMQ,Hobby;Professional development or self-paced learning from online courses,
60153,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,Less than 1 year,Less than 1 year,"Developer, full-stack",9129.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Go;Rust;Scala;TypeScript,MySQL,MongoDB;MySQL;PostgreSQL,,,Angular;Express;Laravel;NestJS;Next.js;Node.js;React,Angular;Express;NestJS;Next.js;Node.js;React;Spring Boot,Android Studio;IntelliJ IDEA;Visual Studio Code,,MacOS;Ubuntu,18-24 years old,,,I don’t code outside of work,
60214,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,9,13,"Developer, full-stack",20288.0,C;C++;Elixir;Erlang;Java;JavaScript;PHP;Python;SQL;TypeScript,Elixir;Rust;TypeScript,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL,,,Angular;AngularJS;NestJS;Node.js,Angular;Deno;NestJS;React,Visual Studio Code,Visual Studio Code,Ubuntu;Windows;Windows Subsystem for Linux (WSL),25-34 years old,,,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work,
60299,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",13,14,"Developer, full-stack",21688.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MySQL,Microsoft SQL Server,Amazon Web Services (AWS);Heroku,Amazon Web Services (AWS);Heroku,Angular;ASP.NET;Express;Flask;Node.js;React,Angular;Express;Flask;Node.js;React,Android Studio;Jupyter Notebook/JupyterLab;Notepad++;Vim;Visual Studio;Visual Studio Code,Android Studio;Jupyter Notebook/JupyterLab;Notepad++;Vim;Visual Studio;Visual Studio Code,Android;iOS;iPadOS;MacOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL),25-34 years old,Capacitor;Electron;Flutter;NumPy;Opencv;Pandas;React Native;Scikit-Learn,Flutter;NumPy;Pandas;React Native;Scikit-Learn,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work,
60463,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,11,13,Other (please specify):,21302.0,Bash/Shell (all shells);PHP;SQL,Bash/Shell (all shells);Clojure;Go;SQL,MariaDB,Dynamodb;Elasticsearch;MariaDB;MongoDB,Amazon Web Services (AWS),Amazon Web Services (AWS),,,Visual Studio Code,Visual Studio Code,Ubuntu,25-34 years old,,,I don’t code outside of work,
60475,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,10,10,"Developer, full-stack",19476.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;SAS,JavaScript;PHP,MongoDB;MySQL,,Amazon Web Services (AWS);Digital Ocean,,Ruby on Rails;WordPress,Node.js;React;Ruby on Rails;WordPress,Visual Studio Code,Visual Studio Code,Ubuntu,25-34 years old,Electron,,I don’t code outside of work,
60482,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,"10,000 or more employees",5,7,"Developer, back-end",,Bash/Shell (all shells);Go;Java;SQL,Go,MongoDB;PostgreSQL,,Amazon Web Services (AWS),,Spring Boot,,IntelliJ IDEA,Fleet;IntelliJ IDEA,,18-24 years old,,,Hobby,
60563,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",9,14,"Developer, back-end",81150.0,Elixir;Erlang,Elixir;Erlang;Rust,PostgreSQL,PostgreSQL,"Amazon Web Services (AWS);Cloudflare;Linode, now Akamai","Linode, now Akamai",Phoenix,Phoenix,Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,Ubuntu,25-34 years old,Apache Kafka,Apache Kafka,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,
60782,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,23,18,"Developer, full-stack",58428.0,C++;Delphi;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Java;JavaScript;Kotlin;TypeScript,BigQuery;Cloud Firestore;Dynamodb;Elasticsearch;Firebird;IBM DB2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Solr,MongoDB;Redis,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Microsoft Azure;OpenShift;VMware,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Angular;AngularJS;jQuery;NestJS;Node.js;Spring Boot;WordPress,Spring Boot,Android Studio;Eclipse;IntelliJ IDEA;Nano;Netbeans;Notepad++;Visual Studio Code;Xcode,IntelliJ IDEA;Notepad++;Visual Studio Code,Red Hat;Ubuntu;Windows;Windows Subsystem for Linux (WSL),35-44 years old,Apache Kafka;Cordova;Ionic;Spring Framework,Apache Kafka;Quarkus;Spring Framework,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work,
60811,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,10,13,"Developer, full-stack",51000.0,HTML/CSS;JavaScript;Ruby;SQL,HTML/CSS;JavaScript;Ruby;Rust,Firebase Realtime Database;MySQL;PostgreSQL;Redis;SQLite,Cloud Firestore;Firebase Realtime Database;MySQL;PostgreSQL;Redis;SQLite,Firebase;Google Cloud,Firebase;Google Cloud,React;Ruby on Rails,React;Ruby on Rails,Nano;Visual Studio Code,Nano;Visual Studio Code,Ubuntu,25-34 years old,,,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,
60841,I am a developer by profession,"Employed, full-time;Student, full-time","Associate degree (A.A., A.S., etc.)",,,5,"Developer, full-stack",,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;Swift,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,,,Django;Node.js;React;Vue.js,Django;Node.js;React,Android Studio;Atom;Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code;Xcode,Atom;Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code;Xcode,Windows;Windows Subsystem for Linux (WSL),18-24 years old,NumPy;Opencv;Pandas;SwiftUI;Torch/PyTorch,NumPy;Opencv;Pandas;SwiftUI;Torch/PyTorch,Hobby;Professional development or self-paced learning from online courses;School or academic work,
60852,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,500 to 999 employees,15,18,"Developer, full-stack",51561.0,Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Go;HTML/CSS;JavaScript;SQL;TypeScript,Dynamodb;MySQL;PostgreSQL;Redis,MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Google Cloud,Amazon Web Services (AWS);Cloudflare;Google Cloud,Fastify;NestJS;Node.js;Ruby on Rails;Vue.js,Fastify;NestJS;Node.js;Ruby on Rails;Vue.js,Visual Studio Code,Visual Studio Code,MacOS;Windows Subsystem for Linux (WSL),35-44 years old,Apache Kafka,Apache Kafka,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,
60925,I code primarily as a hobby,,Something else,,,3,,,APL;HTML/CSS;JavaScript;Python;R,APL;Haskell;HTML/CSS;JavaScript;Python,,,,,,,PyCharm;Visual Studio Code,Visual Studio Code,Windows,Prefer not to say,,,,
60954,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,10 to 19 employees,3,5,"Developer, mobile",2435.0,PHP,HTML/CSS;JavaScript;Kotlin;Swift;TypeScript,MySQL,Firebase Realtime Database;PostgreSQL,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Heroku;Microsoft Azure,"Cloudflare;Firebase;Hetzner;IBM Cloud Or Watson;Linode, now Akamai;Netlify;Vercel",Angular;CodeIgniter;Express;Laravel;Nuxt.js;Vue.js;WordPress,Angular;NestJS;Next.js;Node.js;React;WordPress,Android Studio;Notepad++;Sublime Text;TextMate;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,MacOS,35-44 years old,Capacitor;Cordova;Electron;Ionic;React Native,Capacitor;Cordova;Flutter;Ionic;React Native;SwiftUI,Freelance/contract work,
60972,I am a developer by profession,"Not employed, but looking for work",Some college/university study without earning a degree,,,4,"Developer, full-stack",,JavaScript;Python;TypeScript,Elixir;Go;Python;Ruby;Rust;TypeScript,PostgreSQL,Cassandra;Dynamodb;PostgreSQL,,,Django;React,Django;Phoenix;React;Ruby on Rails,Goland;PyCharm;RubyMine;Visual Studio Code,Goland;PyCharm;RubyMine,Arch;Other Linux-based;Windows,18-24 years old,Electron,Electron,,
61010,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,5,Cloud infrastructure engineer,,Java;Python;SQL,Python;SQL,Dynamodb;PostgreSQL;SQLite,Dynamodb;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;Netlify,Amazon Web Services (AWS),Django;FastAPI;Node.js;Vue.js,Django;FastAPI;Node.js,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Netbeans;PyCharm;Visual Studio Code,Android Studio;IntelliJ IDEA;Netbeans;PyCharm;Visual Studio Code,Android;Ubuntu,25-34 years old,RabbitMQ,RabbitMQ,Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work,
61014,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time",Something else,500 to 999 employees,20,35,Other (please specify):,50719.0,Bash/Shell (all shells),Bash/Shell (all shells),,,,,,,Notepad++;Vim,Notepad++;Vim,Red Hat;Windows,35-44 years old,,,Hobby,
61065,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",21,25,DevOps specialist,40575.0,Delphi;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Objective-C;PowerShell;Python;Scala;SQL;TypeScript,Dart;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;TypeScript,Dynamodb;Firebird;H2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Dynamodb;H2;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud;Heroku;Microsoft Azure,Angular;AngularJS;Express;jQuery;Node.js;Spring Boot,Angular;Deno;Django;Express;NestJS;Next.js;Node.js;React;Spring Boot;Vue.js,Android Studio;Atom;Eclipse;IntelliJ IDEA;Nano;Netbeans;Notepad++;Sublime Text;Vim;Visual Studio Code,Goland;IntelliJ IDEA;Nano;Vim;Visual Studio Code,Debian,35-44 years old,Electron;Ionic;RabbitMQ;Spring Framework,.NET (5+) ;Apache Kafka;Flutter;Quarkus;RabbitMQ;Spring Framework,Hobby;Contribute to open-source projects;Freelance/contract work,
